text_id	text
hasoc_hi_633	You don't impress when you talk like this...time for you to raise the level of your mediocre thinking. God bless!!
hasoc_hi_6082	"7 DELHI @BJP4India MP showing what wrong people of Delhi did by selecting them. Such a Hypocrite and Cowards. 
BJP Waise Kitna Bhi Bhashan De, Reality mein G Fat Jati Hai In Sab Ki... Sale 25 Saal se Mandir Banane Ke Naam Par Chutiya Bana Rahe hain.. Ab Mandir Tudwa Rahe hain.."
hasoc_hi_4359	"धर्म विशेष मत बोलो प्लीज़ भाई,

खुल के बोलो मादरचोद मुसलमानो ने,
।जब ये साले प्रभु श्री राम को गाली  दे रहे ह तबरेज के मरने पर तो हम क्यों चुप रहे"
hasoc_hi_7191	"अबे कमीने तेरे जैसे मुल्लो हरामी और पडोसी की औलादो का इलाज मुझे अच्छी तरह आता है
जा पहले जा कर अपना डीएनए टेस्ट करवा 
तेरा बाप कौन है ये पहले पता कर 
मुझे तो पता है तू पडोसी की पैदाइश है 
मगर तुजे तो पता चले !"
hasoc_hi_3283	"आपके घर में सारा दूध लुंड पर ही चढ़ता है?
हाहाहाहाहा।।। 
रही बात गाय की या तेरी , या मेरी सभी इस दुनिया में भी चूत से हो ऐ है । तू सायद अपने बाप की गांड से आई हो /"
hasoc_hi_3898	आप भी जब सरकार थी तो उन्ही को बढ़ावा दिए थे आज तक आपने जमीनी नेता नही तैयार किएआदरणीय नेता जी हर वर्ग का एक जमीनी नेता तैयार करते थे और उन्हीवको साथ लेकर चलते थे
hasoc_hi_2684	रे माधरचोद @manakgupta क्या तेरी Gand में इतना दम नहीं की तू भड़वे अपने पापों को टेग करके ट्वीट करे, राहुल को तो बड़ी जल्दी कर दिया। हिम्मत है तो BJP वालों को टेग कर तेरे को छट्टि का दूध याद दिला देंगे।  दलाल, भडवा ओर चाटूकार भाग मानक भाग !!
hasoc_hi_1857	No bank has the power to employ bouncers for forceful recovery of loans from customers: Anurag Thakur (@ianuragthakur), Union Minister of State for Finance
hasoc_hi_1019	"One-Nation One-Election
#AIMIM Chief @asadowaisi says it violates rights of states"
hasoc_hi_4810	हमारे टुकड़ों पर पलने वाले सूअर नमक हराम भडवे देश द्रोही पाकिस्तानियों की नाजायज औलादें।।
hasoc_hi_1275	#AIMIM Chief @asadowaisi Maintains His Resistance Over Triple Talaq Bill,  Underpins His Argument On Three Points As The Bill Is Tabled In The Lok  Sabha
hasoc_hi_5010	अगर ये भडवा गिरी है तो जो जसोदाबेन के साथ हो रहा है वो दलाली bhdwagiri और अन्याय तीनों है जो आपके यहां हो रहा है
hasoc_hi_4489	गांड़ लगी फटने तो पंजीरी बाँटने आ गये अम्मीचोध आपा के लौड़े
hasoc_hi_2599	भेनचोद फॉलोवर्स बढ़ने की बजाय घट गये 
hasoc_hi_4224	Suicide mat karna bhaiya parivaar aur samaajwaad ko kaun chalayga
hasoc_hi_1817	भेनचोद बाबा खड़े खड़े गाँड़ मार रहा हैं ।। ये दिख नही रहा हैं तुम्हे
hasoc_hi_7149	"उन्हें मुसलमान #कलाम जैसा 
चाहिए और हिंदू #गोडसे जैसा 

#New_india #MondayMotivation"
hasoc_hi_2110	गोडसे वाले बयान पर, भोपाल से भाजपा उम्मीदवार,प्रज्ञा ठाकूर ने मांगी माफी. #JournalistAbhishekRanjan #LokSabhaEelctions2019 #Elections2019 #Nathuram #Godse #प्रज्ञा_ठाकुर 
hasoc_hi_3292	"कहां हो दल्लो (गंगा यमुना तहजीब को भंग करने वाले) देख लो ये है हमारा असली हिन्दुस्तान

बागपत में ब्राह्मण जोड़े ने मुस्लिम लड़की gulafsha का किया कन्यादान"
hasoc_hi_602	दहशत  बनाओ तो  #__हमारे जैसी...   #वरना ख़ाली #डराना तो  #कुत्ते भी #जानते है – at HDFC Bank
hasoc_hi_363	"कोई मुझे भी अपनी गर्लफ्रेंड बना लो

मुझे डर है कहीं मैं इस जिंदगी में गर्लफ्रेंड न बन पाऊं "
hasoc_hi_2848	तू वही मादरचोद है ना जो हमारे नबी ए करीम सल्लल्लाहो ताला वसल्लम की बेटी मामा फातमा के बारे में बोला था पत्रकारिता कर दलाली नहीं हराम का मिल रहा है खाने को तो बेहिचक दलाली भी करनी है तो बेहिचक कर लेकिन अगर मजहब आजाद के मुस्लिम को देगा तो कुत्ते के पत्ते के साथ तेरी धुलाई होगी ह** 
hasoc_hi_3619	Aane bale time k liye bahut khatra h is sarkar sePura shanti ka mahol hi badal degi or logo k dilo me nafrat paida hogi
hasoc_hi_2790	#nusratjahan मुसलमान कितना भी पढ़ लिखे उसके अंदर का मुल्ला कभी नही निकलता या मरता । या यूँ कहें कि मुसलमान पैदाइशी मुल्ले यानि जाहिल होते हैं। तुम हिंदू लड़की से शादी करो, उसे जबर्दश्ती बुर्का पहनाओ तो सही और भोसडीके तेरी लड़की हमसे शादी कर ले और सिंदूर लगाए तो इस्लाम खतरे मे?
hasoc_hi_183	"हमारे दौर  में अब  ऐसा हर  फ़नकार हो जाये
सियाही ख़ून बन जाये क़लम तलवार हो जाये
ज़माने से कहो कुछ सायक़ा-रफ़्तार हो जाये
हमारे साथ चलने के  लिये तय्यार हो जाये..!

मिशन् यूपी 2022"
hasoc_hi_5871	"FACT: Seeds of decay in #mcx @ncdex were sown during his tenure. Killed jobs. 

@SEBI_India @FinMinIndia @PMOIndia @ETPrime_com @EconomicTimes"
hasoc_hi_1662	Great we are waiting for pm of India
hasoc_hi_129	“And if you all are in doubt about what I have revealed to My servant, bring a single chapter like it, and call your witnesses besides God if you are truthful.” (Quran 2:23)
hasoc_hi_574	Baccho bjao tali....bande haar gya hai phir bhi confidence to dekho...hahaha
hasoc_hi_6906	"मोदी जी कहते हैं ”दीदी” ज़ब कोई
”घोटाला” नहीं हुआ है तो डर किस
बात का ? जाँच में ”सहयोग” कीजिए,
मोदी जी,
”राहुल गांधी” भी तो यही कह रहे हैं,
जब ”राफैल” में कोई ”घोटाला” नहीं
हुआ है तो जाँच में ”सहयोग”
कीजिए डर किस बात का ?
@ansarraza16"
hasoc_hi_1499	Isi tustikaran ke chalte janta ne muh pe mara hai par na aapko samjh aa raha na humare pappu bhaiya ko...
hasoc_hi_6964	It is interesting to note that where women choose to work the money they earn is theirs and the husband has no right over it, whereas a husband must provide financially for the whole family. #trueislam #tripletalaqtruth
hasoc_hi_2809	"मुंबई में हुई भारी बारिश की वजह से बिगड़ी हुई स्थिति पर सुनिए क्या बोले शिवसेना के सांसद राहुल शिवाले.
(@siddharatha05)
#ReporterDiary
अन्य वीडियो: http://bit.ly/IndiaTodaySocial …"
hasoc_hi_7243	चूदाई का मजा लंड लेने से आया 32 sec 
hasoc_hi_2768	"कांग्रेस के दो विधायकों का इस्तीफा, क्या खतरे में है कर्नाटक की गठबंधन सरकार?

#Karnataka 
https://abpnews.abplive.in/india-news/karnataka-hd-kumaraswamy-led-coalition-under-threat-1158231 … (रिपोर्ट- @Madrassan_Pinky )"
hasoc_hi_1228	अबे झोपड़ी वाले, आ गए न आखिरकार अपने बाप के बचाओ में। इसीलिए तो हम तुम्हे दल्ला और भड़वा कहते हैं।
hasoc_hi_4386	Bhaiya aap bhi sangharsh karein jameni karykarta naraaz chal rahe jinhone jameeni mehnat ki hai, Mauka hai varna party me sirf vahi log bachenge jo chatukaarita kar k party ko deemag ki tarah kha rahe hai
hasoc_hi_4156	EX UP meets EX AP (in few days he will be ex). I mean Under Pressure meets Alternative Pressure
hasoc_hi_1559	"आज भारत के गृह मंत्री के रूप में पदभार संभाला।

मुझ पर विश्वास प्रकट करने के लिए प्रधानमंत्री @narendramodi जी का आभार व्यक्त करता हूँ।

देश की सुरक्षा और देशवासियों का कल्याण मोदी सरकार की सर्वोच्च प्राथमिकता है, मोदी जी के नेतृत्व मैं इसको पूर्ण करने का हर सम्भव प्रयास करूँगा।"
hasoc_hi_2643	"जो भी पोरबंदर के कीर्ति मंदिर जायें वो उस पानी के टांके को जरुर देखें। 200 साल पुराने उस टांके में आज भी पानी है और बरसात के पानी को रोकने की व्यवस्था है, ऐसे कई प्रकार के प्रयोग हर जगह पर होंगे: पीएम @narendramodi जी ।
#MannKiBaat"
hasoc_hi_3451	"मुझे मालूम है आदत उसकी |
नहीं कोई भी शिकायत उसकी ||
क़तरा भर का गुस्सा है उसका |
समंदर भर है मोहब्बत उसकी ||

~ शाहरुख सिद्दीकी 
#Shahrukhsiddiqui @srspoet"
hasoc_hi_2296	"...मेरी तो आदत है मुस्कुराने की
 पड़ोस वाला गलतफहमी में खामखा ही पट गया "
hasoc_hi_6757	"How’s the Josh? 

IAF- flying High sir 

How are the terrorists?

IAF- 300 died sir

 #AirSurgicalStrikes"
hasoc_hi_2416	"*कौन कहता है कि मुहब्बत की शुरूआत निगाहों से होती है!!!!*

*हमने उन्हें भी इश्क करते देखा है , जिनके आँखें नहीं होती है।*"
hasoc_hi_979	औरत है तू या पीला हाऊस की रंडी
hasoc_hi_6439	33 Lakhs Women were Abandoned,who will give them Justice,bring law for them : @asadowaisi
hasoc_hi_583	"नफ़रत वालों अपना चूरन लेकर साइड हटो

मोहब्बतों का सैलाब आया है

कल न्यूज़ीलैंड में मस्जिद में हमले के बाद दुनियाभर में आम लोग मस्जिदों के बाहर गुलदस्ता और कार्ड रखकर प्यार और सौहार्द का परिचय दे रहे हैं

ये तस्वीरें बहुत सुकून देती हैं 

मोहब्बत और इंसानियत नफ़रत पर बहुत भारी है"
hasoc_hi_3306	भाई उस चूतिये से क्यों आशा लगाना। वो तो साला मस्त दारू पीके सुतल होगा भड़वा।
hasoc_hi_4066	"मै तो पहले से ही कहा करता था कि भगवाधारियों, भगवाधारि सामान व चीजों से रहना होगा सावधान,

कहीं भारतीय टीम की हार का मुख्य कारण यह भगवा रंग तो नहीं? 
सभी साथी प्रतिक्रिया अवश्य दें!
@ziddy_zoya @roflvoice @Anjupra7743 @AmbedkarManorma @RoflPunya"
hasoc_hi_5033	"ट्विटर हैक होने की खबरों पर ज़ायरा वसीम ने कहा, अपना अकाउंट खुद चलाती हूं, अफवाहों से बचें

https://abpnews.abplive.in/bollywood/zaira-wasim-statement-on-reports-of-twitter-hacked-1158156 … #ZairaWaseem #ZairaWasim"
hasoc_hi_5814	"500 फॉलोवर्स हो गए है

.

.

.

#कमीने दोस्तों बधाई नहीं दोगे क्या।
सभी दोस्तों का आभार।
"
hasoc_hi_6970	"Who will you give the award of biggest chutiya among the two chutiyas

Rt for 1st chutiya @sanjaymanjrekar 
Like for 2nd chutiya @SumitkadeI 

My vote goes to samosewala "
hasoc_hi_3018	"#kaif के साथ #yuvi की इंग्लैंड के खिलाफ खेली गयी वो पारी क्रिकेट इतिहास में हमेशा के लिए अमर हो गयी। मिस यू #Yuvraj 

#Yuvrajsinghretires"
hasoc_hi_4120	"मुहम्मद ज़ाहिद इस #हरामखोर #कुत्ते 
 #मादर*** के साथ क्या सुलूक किया जाना चाहिए??
इसको फाड़ कर सुअरों को खिला देना चाहिए??"
hasoc_hi_1099	सुअर के मांस खाने वाले लोग है ,एक चोर मर गया तो छाती पीटना शुरू
hasoc_hi_6617	रामदेव कहते हैं कि योग को विश्व में उन्होंने पहुँचाया,लेकिन “मीडिया” और तमाम “एंकर” बोल रहे हैं, कि ये “कीर्तिमान” मोदी जी ने स्थापित किया है........महर्षि पतंजलि,महेश योगी और आयंगर, ये सब गये तेल लेने.
hasoc_hi_2252	अपने पिताजी की मेहनत मिट्टी में मिला दिए। पराई मायावती के चरणों में पत्नी को झुकाने के बजाय यदि चाचा के चरणों में झुकाए होते तो ये दिन न देखना पड़ता।अभी भी समय जिस तरह आपके पिताजी ने पूरे जीवन अकेले संघर्ष किया। आप भी करो आगे बढो आज भी प्रदेश का एक बडा हिस्सा आपमें आशा देखता है मायावती के साथ जब जब जाओगे धोखा मिलेगा आपके पिताजी से पूछ लो
hasoc_hi_5712	"मध्य प्रदेश: दलित लड़के के साथ आदिवासी लड़की का प्रेम करना पड़ा भारी, परिजनों ने डंडों से की सरेआम पिटाई

#MadhyaPradesh 
https://abpnews.abplive.in/mp-news/madhya-pradesh-tribal-girl-thrashed-by-kin-in-full-public-view-for-loving-dalit-youth-1157460 …"
hasoc_hi_4876	"लुंड पे रखता हु पाकिस्तानी दल्लो की धमकिया 
यह तो अभी जाकी है पूरा पाकिस्तान बाकि है "
hasoc_hi_1466	"I thank colleagues of the BJP and NDA for placing their faith in me and electing me to lead the NDA in Parliament. 

We will work together, as a team and contribute to India’s development trajectory."
hasoc_hi_5602	"बाबा को बुलाएंगे खेती करवाएंगे, 

वोट बैंक बनवाएंगे, बहन बेटी की इज्जत लुटवाएँगे

और फ़िर बेटी बढ़ाओ-बेटी बचाओ का नारा बेशर्मों की तरह लगाएंगे।

भारत को महान बताएंगे।"
hasoc_hi_1650	Start bargaining talking to make govt at any cost to save democracy and secularism
hasoc_hi_1296	Remembering Shri PV Narasimha Rao Ji on his birth anniversary. A great scholar and veteran administrator, he led the nation at a crucial juncture of our history. He will be remembered for taking pioneering steps that contributed to national progress.
hasoc_hi_456	अलीम की गाँड़  चुदने वाली है
hasoc_hi_966	A Bench headed by Justice SA Bobde, on July 16, will start hearing arguments to decide whether interim order should be passed to stay the implementation of the Constitution Amendment of 10% reservation to economically weaker section of the general category.
hasoc_hi_6657	"लेती नहीं दवाई ""माँ""
जोड़े पाई-पाई ""माँ""

इस दुनियां में सब मैले हैं
किस दुनियां से आई ""माँ""

दुनिया के सब रिश्ते ठंडे
गरमागर्म रजाई ""माँ""

बाबूजी के पाँव दबा कर
सब तीरथ हो आई ""माँ""

नाम सभी हैं गुड़ से मीठे
मां जी, मैया, माई, ""माँ""

बेटी रहे ससुराल में खुश
सब ज़ेवर दे आई ""माँ"""
hasoc_hi_846	"तत्कालीन राष्ट्रपति फ़ख़रुद्दीन अली अहमद ने प्रधानमंत्री इन्दिरा गांधी के कहने पर भारतीय संविधान की धारा 352 के अधीन आपातकाल की घोषणा करके स्वतंत्र भारत के इतिहास में एक काला इतिहास रचा
और अपने अलोकतांत्रिक तरीके से नागरिकों के अधिकारों को समाप्त करके मनमानी की थी
#Emergency1975"
hasoc_hi_5175	Why Would You want to Expose Your Stumps , Chutiya Admi #INDvBAN
hasoc_hi_1572	"For me secularism means the state remains religious neutral
In jharkhand you have created a mindset of a communal behaviour if had the police given #TabrezAnsari proper medical attention he wouldn't have died
Majority of mob lynchings are Muslims & Indians basically @asadowaisi"
hasoc_hi_6695	हाँ, अब मोदीजी को कोई भी #नीच नही कहेगा।
hasoc_hi_4023	"મધ્યપ્રદેશમાં રહેતા પરિવારથી વિખૂટી પડી, ગુજરાત આવી પહોંચેલ માનસિક અસ્વસ્થ, નિઃસહાય યુવતિને સહી-સલામત પોતાના પરિવાર સાથે પુનઃમિલન કરાવતી #GujaratPolice 

#ReuniteFamillies
#HumanitarianWork"
hasoc_hi_6461	"में #मणिशंकर_अय्यर जी के बयान पर सहमत हूं। 

सचमुच #नीच और 420  है"
hasoc_hi_1070	एक यादव कमल के निशान पर वोट दे आया, बोला EVM खराब थीं, क्योंकि साइकिल, हाथिनी, थप्पड़ इत्यादि सभी निशान मिले, परन्तु टोटी कही नहीं मिली ?
hasoc_hi_7463	और दलाल , भड़वा अमिश ट्विटर पर ज्ञान दे रहा है।
hasoc_hi_6698	इश्क़ है तो रोक दो नहीं तो करने दो
hasoc_hi_4299	"जुबां तो खोल, नजर तो मिला, जवाब तो दे
मैं कितनी बार लुटा हूँ, हिसाब तो दे

- राहत इंदोरी 

#हिंदी_शब्द #शायरी"
hasoc_hi_4589	बाबारामरहिम को खेती करने के लिये जमानत मिल सकती है तो आसारामबापू को लड़कियों की देखभाल के लिये जमानत क्यू नही मिल सकती,,,
hasoc_hi_3154	"आप के हैशटैग से ही पता चलता है कि आप कैसे और किसके लिए पत्रकारिता कर रहे हैं। सरकारें तो आएंगी-जाएंगी पर वो ठीक है कि ""जलेबी तो गईं, पर #कुत्ते की #जात पहचानी गई"" "
hasoc_hi_1265	"अनुसूचित जाति में वाल्मीकि,धानुक,पासी,खटीक,धोबी का भी हिस्सा जायगा 17 जातियों के अनुसूचित जाति में आने से लड़ाई भी अपनी उन्ही को लड़नी होगी।
मायावती इस्तीफा दो वाले लोग अपने अधिकार के लिए कब योगी से इस्तीफा मांगेंगे ?"
hasoc_hi_3330	"तिलक तराजू और तलवार को जूता क्यों मारोगे भो श्री वालों ?

जूता उसको मारो जो तुमको #नीच बोला।

#नीच_तुम_हो_क्या ?"
hasoc_hi_1794	"दुनिया का एकमात्र समझदार देश है जापान, 
जो मुल्लों को नागरिकता नहीं देता है..

#SaturdayMotivation"
hasoc_hi_1110	"#AIMIM President Barrister Asaduddin Owaisi slams PM Modi & said tell where has our transport aircraft disappeared from 3rd June, and Ma shaa Allah our Media is too intelligent they said that aliens came from the sky and took it with themselves:  @asadowaisi 
1/2"
hasoc_hi_2069	Come road....u people are next generation leaders...but come on road else people will lost hope
hasoc_hi_951	"1 मई को
लोकतंत्र की हत्या दिवस
के रूप में याद किया जायगा

क्या चोर जीत गया?
क्या झूठ जीत गया?
#चौकीदार क्या सिर्फ #चोर है?
#चौकीदार क्या सिर्फ #नीच है?
#चौकीदार क्या सिर्फ #डरपोक है?
#चौकीदार क्या है #बीजेपी ?
या #लोकतन्त्रहन्ता"
hasoc_hi_4325	"How could they kill a little baby and that too so brutally. I am in shock and disgust. The culprits should be tortured to death. Nothing less.
#JusticeForTwinkleSharma"
hasoc_hi_5716	तो हजारो साल से लोग कहा जाते थे पूजा करने के लिए,हमारे धार्मिक ग्रंथो किसका वर्णन किया गया है,ये हरामी अपनी हरकतों से बाज नही आ रहे है
hasoc_hi_5817	"#प्रज्ञा_ठाकूर'चा मेंदू सडलाय.
देशद्रोही व्यक्तीचा मेंदू हा गांधीच्या मारेकऱ्याचे समर्थन करण्यासाठी (ठाकूर व पोंक्षे) वळवळ करतेय... ही सडकी विकृती आहे. बाईंनी मोदींचा 'खोटा गांदीवादी' 'बुरका' टराटरा फाडून काढला.

नथुराम देशद्रोहीच...
प्रज्ञा ठाकूर'ची #उमेदवारी रद्द केली पाहिजे."
hasoc_hi_5392	"मतलब अगर नाम मुस्लिम है तो वो गुंडा और बाहुबली पता नही क्या क्या मीडिया वाले बोलते है जरा प्रज्ञा ठाकुर के बारे में बोलो
अतीक अहमद साहब कुछ भी हो पर आतंकी तो नही । सरदाना जी थोड़ा कम जहर उगला करो। @sardanarohit
@AteeqAhmadTweet @roflfact"
hasoc_hi_7405	मर जाना ही अच्छा  है तेरे इस सुअर husband का..देश द्रोहियो और आंतकियो भेज रहे हैं ना 72 हूरो के पास जल्दी ये भी जाये गा वहाँ
hasoc_hi_7761	"लड़कियों पर अत्याचार से रूह काँप गयी 
    बेबस लाचार अकेली और निहत्थी लड़की पर झुंड बनाकर समाज में झूठी शान व सेखी बघारने वाले लाठी डंडे से पीट रहे हैं
भाजपा सरकार में बेटी बचाओ अभियान पूरे चर्म पर 
@Mayawati @BhimArmyChief @Anjupra7743 @BSP4Bharat @Bahujan4India"
hasoc_hi_1936	"मीडिया कह रही है कि रविवार की रात हौज काजी में क्या क्या हुआ इसे वह नहीं बता सकते क्योंकि इससे तनाव खत्म करने में मदद नहीं मिलेगी।

मंदिर पर हमला करके मूर्तियां खंडित की गयीं, अगर ये बताने से तनाव बढ़ जाएगा तो क्या तबरेज की मौत पर दिन भर डिबेट करने से समाज में सद्भाव बढ़ता है!"
hasoc_hi_782	"आजम खान ने मुरादाबाद की एक रैली में कहा है कि 

उन्हें संसद भवन में पहुँचते ही लगा कि वो किसी नौटंकी में आ गए हैं

ऐसा क्यों लगा आज़म मिंयाँ ???

क्या इस नौटंकी में तेरी अम्मी #रंडी हुआ करती थी ???
जो सांसदों के बिस्तर गर्म करती थी"
hasoc_hi_5589	"पुरानी दिल्ली में सांप्रदायिक हिंसा से उपजे तनाव के बीच BJP MP @hansrajhansHRH ने लोगों से की आपस में प्यार से रहने की अपील। @siddharatha05 के साथ बातचीत में उत्तर पश्चिम दिल्ली से MP ने घटना के लिए ठहराया धर्म के नाम पर राजनीति करने वालों को जिम्मेदार।  
#ReporterDiary"
hasoc_hi_5035	"T-99
जायरा वसीम ने कहा ""इस्लाम में अभिनय हराम""है
तो क्या मीनाकुमारी, मधुबाला सायराबानों, शबानाआजमी, सलमान, शाहरुख सब

हरामी हैं ?"
hasoc_hi_6320	माननीय श्री @nitin_gadkari  जी को सड़क, परिवहन, राजमार्ग मंत्री बनने पर हार्दिक शुभकामनाएं।
hasoc_hi_6043	तू मेरा चूस ले रंडी पैसे दिए है ना तुझे चोदने के। मुझे सर्विस नही देगी
hasoc_hi_5741	"Tera khud ka ladka private school mein padhta hai uthaigire
मादरचोद"
hasoc_hi_4788	"मोदीजी इतने निर्दयी मत बनिए, #प्रज्ञा_ठाकुर को #माफ़ कर दीजिये
भले टिकट छीन लीजिये

@narendramodi @BJP4India 

@MLArajeshSP @singhjay96 @yogita_singh13"
hasoc_hi_5641	"क्या यही दृश्य देखने के लिए हमनें चुना था इस फासीवादी सरकार को! अंगलंडपुरा के बर्मीग्राम गाँव की घटना - एक भगवा धारी यादव एक क्रिश्चियन भीमटे को बीच मैदान में जबर्दस्ती झुका रहा है, क्यों? क्या इसके इंतज़ार में की पीछे से इनका कोई साथी आ के...उफ्फ! 

बड़ी विडंबना है भोसड़ीके...! "
hasoc_hi_3784	"कौन कहता है कि अंग प्रदर्शन से सुंदरता दिखती है
हमारी भारतीय नारी तो हमारे पारंपरिक परिधान में भी विश्व सुंदरी लगती है 

@Anjupra7743"
hasoc_hi_3607	हमे तो डल झील लेकिन तुम्हे सिर्फ पत्थरबाज और मुस्लिम अपने ज़मीर को एक बार जगाओ वोह तुम्हे ताउम्र सोने नही देगा 
hasoc_hi_3395	लगता सारे बुद्धजीवी पप्पू मूत्र पी के सो गए , अब कोई रंडी रोना नही कर रहा , नही कोई मोमबत्ती डाल रहा है गा... ड में।
hasoc_hi_4672	"कुछ #दोस्त तो इतने बड़े वाले #कमीने होते हैं?
कि #जबरदस्ती #प्यार करवा देते हैं,
वो देख #ब्लैक ड्रेस वाली तुझे ही देख रही है...!!

Bap ji.."
hasoc_hi_7176	"PM मोदी ने कहा है,कि “EVM” का विरोध,देश का अपमान है।
EVM मशीन है या 
भारत माता है।"
hasoc_hi_2606	"ये पप्पू मंडल भगवा आतंकी है ये जहां भी दिखे मार दो जान से अब और कितना बर्दाश्त करोगे इन भगवा आतंकियो का आतंक अब खून का बदला खून करो मेरे को दिखा खुदा की कसम ऐसी मौत मारूँगा इसको के इंसानियत भी शर्म शार हो जाएगी
चोर @narendramodi जैसे हरामी के भरोसे ना रहो 5 साल चुप रहे "
hasoc_hi_1726	सुन बे रंडी राजनीति में तू चाहे जिसका बिरोध करो लेकिन भगवा और हिन्दू का बिरोध करोगी तो राजनीति में भी झाट उखाडने लायक नही बन पाओगी।
hasoc_hi_7765	"Lutyens Journalists including Ravish, Abhisar, PP Bajpai, Ashutosh, etc discussing saffronization of Indian cricket team Jersey in this fake WhatsApp group chat.

Please do read and give feedback."
hasoc_hi_260	"Ja 2000 rs mahine ka kaam kr chowkidari ka,
     तेरा बाप चोर job तो किसी को दे रहा नही है , 
बस तुम जैसे लुंड लोगो को रेप करने के लिए hire कर रखा है"
hasoc_hi_1732	Please save t EVM from manipulations,U will clean sweep
hasoc_hi_2714	"कल सुबह  - करावल नगर चौक पर माननीय सांसद @ManojTiwariMP जी करेंगे उद्घाटन 

विद्यायक कपिल मिश्रा और विधायक जगदीश प्रधान द्वारा दयालपुर रोड का चौड़ीकरण का काम शुरू"
hasoc_hi_7571	"Delhi: A Congress worker attempted suicide by trying to hang himself outside Congress Office. He says, ""Rahul Gandhi should take back his resignation else I will hang myself."""
hasoc_hi_2823	Trump & Kim’s look-alikes sing duet as they rock a pub during #G20 in Osaka, Japan
hasoc_hi_7036	"@abpnewstv बहुत कमीना चैनल है, आज 8बजे @RahulGandhi का कैलाश सकेण्डल दिखाना था परन्तु कुछ और दिख रहा है पिट्ठू चैनल। #कमीने कभी नहीं सुधरते
@SureshChavhanke @ANI #भारत_बंद #आरक्षण #SCSTAct #कमीनेकांग्रेसी #कुत्ते #YogiAdityanath #जन्माष्टमी #पप्पू #राहुल #राहुलगांधी #जन्माष्टमी"
hasoc_hi_2971	चंडीगढ़ में भाजपा प्रत्याशी किरण खेर के पति अभिनेता @AnupamPKher डोर टू डोर वोट मांग रहे थे तो एक दुकानदार ने भाजपा का 2014 का चुनावी घोषणा पत्र उन्हें दिखा कर पूछा कि इनमें से कौनसा वादा पूरा किया है भाजपा ने.... अनुपम खेर जी की बोलती बंद हो गई और  कोई जवाब नही दिया
hasoc_hi_1308	लोकसभा चुनाव: कांग्रेस अकेले दम पर BJP को कभी नहीं हरा सकती, AIMIM सांसद असदुद्दीन ओवैसी ने कारण भी गि
hasoc_hi_1701	"*लहज़े को ज़रा देख,*
*जवां है कि नहीं...*

*बालों की सफेदी को*
*बुढ़ापा नहीं कहते !!*

#सुप्रभात 
#हेलोजिंदगी"
hasoc_hi_4293	एक बाप की औलाद हो मुसलमानों मेरे गांव के आस पास कहीं किसी हिन्दू या मन्दिर को छूकर दिखाओ सारा इस्लाम अगर पिछवाड़े मे ना डाल दूं तो कहना , रही बात दिल्ली की तो वहां का मुख्यमंत्री भडवा है ।
hasoc_hi_6307	BJP Working President Shri @JPNadda being felicitated by PM Shri @narendramodi, BJP National President Shri @AmitShah and other senior leaders at BJP Parliamentary Party meeting in New Delhi.
hasoc_hi_7004	"सुन हलाला की पैदाइश.... बेटा अपने बाप का नाम तो पता है ना तुझे या वो भी नहीं 

मुझे पता है तेरी अम्मी जान को कोई और पेल गया था तबी तो तेरी जैसा पैदा हो गया कोई बात दूसरे गाँव से हगते हैं तू मुंह से हग रहा है। "
hasoc_hi_4473	100 से ज्यादा बच्चों की मौत हो चुकी है..और प्रेस कॉन्फेंस करते वक्त ये आदमी सो रहा है..ये आदमी देश का स्वास्थ्य मंत्री है...!!
hasoc_hi_4722	भोसडीके अगर सरकार सोई हुई हो तो ये विपक्ष का काम है कि वो निक्कमी सरकार को जगाए..
hasoc_hi_6662	"जय श्री श्याम

अंत में जिस्म मिट्टी....साँसे हवा हो जाती हैं....
छोड़कर दुनिया....सुना हैं रूह, सफर पर जाती हैं....

ना रिश्ते , ना बंधन ....ना कर्मो से संबंध....
तेरी चरण रज ही फिर.... मुक्ति मार्ग दर्शाती हैं....
 जय श्री राधे"
hasoc_hi_7383	"ना सरकार मेरी है
ना रौब मेरा है,
ना ही बड़ा सा नाम मेरा है
मुझे तो बस एक छोटी सी बात का गर्व है
मैं भारतीय हूँ और ये भारत मेरा है...!!
#जय_भीम
#तनु_कर्णवाल"
hasoc_hi_6429	ये भड़वा सरकार आखिर क्या करना चाहती है सिर्फ धर्म की आड़ में अपनी सरकार चला रही है।।।।
hasoc_hi_1544	"ये बता रंडी के बच्चे कब भेज रहा है अपनी बहन को चुदबाने 
भोसडी बालो तुम ही अपनी बहनो को भेजते हो चुदबाने live in relationship के नाम पर 
अच्छा लगा तेरा laughing react हट गया न 
अब तुने लगाया तो मे समझूंगा तू खुद अपनी बहन को चुदबाना चाह रहा है 
"
hasoc_hi_7415	"सेवा मे 

 श्रीमान

 पुलिस अधिक्षक @PoliceRajasthan  महावीर परिहार राजस्थान पुलिस का जवान हे, इसने एक धर्म विषेश की खिलाफ नियुजीलेंड आतंकी हमले की खुशी मे आपत्तिजनक कोमेंट और समर्थन किया हे!  धर्म विषेश की भावनाऐ आहत की हे! उचित कार्यवाही की जाये!"
