text,source,result
"b""#C4debate\nI wonder what would people say if Jeremy Corbyn had said \n'fuck the families' of 7/7 terror attacks?\n\nhttps://metro.co.uk/2019/06/16/boris-johnson-said-f-families-7-7-terror-attacks-9970567/?ito=article.desktop.share.top.twitter%3Fito%3Dcbshare&fbclid=IwAR0lCtYH9o2ecS4yFAEG5dlUNf5ppw72Kk03VOm2v3cF_qKHs9y5c9TcG4Y""",twitter,NAG
"b""1. What role did you play in Vote leave breaking the law?\n2. Why did you carry on lying about the bus?\n3. Why do you think you are fit for any office?\n4. Why don't you seek help to quit lying?\n5. What did you chat to Steve Bannon about?\n6. Why did you say fuck business? pic.twitter.com/DVM4dLzk8m""",twitter,CAG
"b'Yay, the clown is going to wreck the country. What was his slogan again? ""fuck business"" wasn\'t it? Great phrase that.\n\nAm sure he\'s going to make a \'titanic success\' of Brexshit.\n\nAfter all, Tories seem to not have much in the brain department these days. pic.twitter.com/ppcOw5oMe4'",twitter,CAG
"b'The anarchist group Class War have put stickers saying Fuck Boris on the front door of Boris Johnsons girlfriend, Carrie Symonds, flat. \n\n#ToryLeadershipContest #BorisJohnson pic.twitter.com/39BfHXRJnu'",twitter,NAG
"b'The wonderfully talented @MadeleinaKay explaining exactly how I feel about Boris Johnson. If youre the same on this one (as in he can fuck off), share this around. #BollocksToBoris #BollocksTaeBoris pic.twitter.com/ozhQ49BxGP'",twitter,NAG
"b'Oh, do fuck off! What have you done for the last 9 years other than trash the UK economy (then dress it up as some kind of success story), drain the NHS, education and Local Authorities of resources, and line the pockets of your wealthy friends? \nYour whole party is a disgrace!'",twitter,CAG
"b'Pleeeeease just give Boris Johnson the job!!! Let the bastard choke on this massive brexit wank sock that he helped create. Swallow it up Boris..open wide, swallow it up and choke on your own jizzy lies...then fuck off forever you self serving shit. pic.twitter.com/iVdt0VpdX5'",twitter,NAG
"b""So there was #ToryElectionFraud even for their own #ToryLeadershipContest \nHoly fuck @Conservatives really can't help it it's in their nature \nhttps://www.theguardian.com/politics/2019/jun/20/jeremy-hunt-and-boris-johnson-are-final-two-in-tory-leadership-race""",twitter,NAG
"b""Fuck Boris Johnson. Fuck Mark Field. Fuck Donald Trump.\n\nI'm putting Furtwngler's Eroica on. pic.twitter.com/sb8fMb7rXP""",twitter,NAG
"b""His team can keep him away from the media, but #BorisJohnson was always going to manage to fuck things up. Those who are blaming the neighbours for Bojo attacking his girlfriend, REALLY, 2 Tory MPs in a matter of days attacking women and somehow it's ok. Both Not fit for office.""",twitter,CAG
"b'Fucks sake, BBC - its not his home, its *her* flat where he is staying. Or are we back in the Victorian era when everything a woman owns transfers to her partner?\nhttps://www.bbc.co.uk/news/uk-politics-48721211   #BorisJohnson'",twitter,NAG
b'3 weeks ago I said to friends:\nId be amazed if @BorisJohnson doesnt bottle being PM again like last time & find some excuse to drop out of the race. Because he is all mouth & knows deep down he be a shit PM & cant deliver fuck all & knows he will be a failure #BorisJohnson pic.twitter.com/aNi4O9bdaM',twitter,CAG
b'They wont be applauding when he fucks up Brexit. Only a moron can look at what Johnson has done as a politician and conclude that hell do what he says he will.',twitter,OAG
"b""Personally, I say lets go the whole hog & get @BorisJohnson elected to PM. Him & #Trump would be a bumbling comedy double act destroying lives & the planet but making great TV! After all, it's not about policy, it's about personality & pandering to fear. Fuck your kids future! """,twitter,CAG
"b""AGAIN FOR THE CHEAP SEATS: BORIS JOHNSON'S PARTNER DOESN'T FEEL SAFE IN HER OWN HOME.\nBECAUSE OF HIM.\nAND HE'S GOING TO BE OUR PRIME MINISTER? \n\nWHAT - AND I CANNOT STRESS THIS ENOUGH - THE FUCK. """,twitter,NAG
"b'IT IS IN THE PUBLIC INTEREST TO KNOW THE CHARACTER OF THE PERSON WHO IS GOING TO BE THE NEXT PRIME MINISTER FOR FUCKS SAKE!! \n\nAnd yes, I did shout it, loudly and very slowly. \n\n#BorisJohnson #DomesticAbuse #ZeroTolerance'",twitter,NAG
"b""Why should #BorisJohnson have to explain fuck all about the argment that took place between himelf and his partner. All couples argue, it ain't nobody's buisness but theirs. pic.twitter.com/1AqdOpLgvK""",twitter,NAG
"b""'Sleepwalking into a nightmare' Whit the fuck is that? You're either sleepwalking or you're having a nightmare. No? Erse!""",twitter,NAG
"b'Back a man with no morals, no clue and could not give a fuck about anyone. Sounds a stupid idea. pic.twitter.com/d8lBFYwp0E'",twitter,OAG
"b'+ sending out 300,000  leaveEU newsletters to his customers, looks dodgy as fuck. pic.twitter.com/V32kEVNljD'",twitter,NAG
"b'If heaven forfend you do become prime minister, please ask your department tutors to stop your bad hair tousling habit. You come across As a confused adolescent when you do that. How the fuck are you going to command the respect of other leaders? #notMyPM'",twitter,NAG
b'How the fuck does Boris keep finding women to sleep with him ? He looks like a preschooler drew a rapists face on a chunk of uncooked sausage meat #BorisJohnson #BorisJohnsonShouldNotBePM pic.twitter.com/16e9rypbWN',twitter,OAG
"b""So they're using Boris Johnson's comments to keep Nazanin Zaghari Ratcliffe imprisoned & he refuses to take any responsibility for his actions?\n\nAnd you think this twat is fit to be PM?\n\nFuck off!\n\n#GMB""",twitter,CAG
b'Can we please remember that we had the army on the street at the #olympics because of the colossal fuck up in security by those running it ..... #BorisJohnson \nAll this he did a great job is nuts- He took a well organised #Labour plan and faffed it royaly... #politicslive',twitter,NAG
"b'You\'d commit to an arbitrary date and risk damaging people\'s lives and the economy for years, rather than wait for a bit and do it vaguely sensibly? I\'ll add ""the country"" to ""business"" and ""everything in sight"" on the list of things you\'ll happily fuck.'",twitter,NAG
b'So he bumbles through a non-answer for two minutes and gets applause for refusing to explain why his neighbours were concerned enough about what was happening in his flat to call the police. And this man is might be the next Prime Minister? Fuck me  https://www.theguardian.com/politics/2019/jun/22/neighbour-who-called-police-over-boris-johnson-row-goes-public?CMP=Share_iOSApp_Other',twitter,NAG
"b'Who voted for a no-deal? Tell me, who the fuck voted for a no deal? The way I see it, the referendum was a corrupt vote between remain and leave. Not remain, leave, deal, no deal. Nobody voted for no deal!!'",twitter,CAG
b'Why does Boris Johnson have to talk about his personal life? If he doesnt want to he doesnt have to. Couldnt give a flying fuck anyway but people saying its a public interest need to get a life.',twitter,CAG
"b""Was the photo staged, wasn't it staged? I don't know and I don't give a fuck. What I do give a fuck about is that #BorisJohnson hasn't got coherent, plausible #Brexit strategy. How exactly is going to get #nodeal through #Parliament? He's a complete shambles. #photogate""",twitter,NAG
b'What the fucking fuck? #BorisJohnson ',twitter,OAG
"b'Your ""let\'s do it and fuck the consequences"" approach is very disturbing Johnson. I\'m really hoping you don\'t have access to the nuclear code.'",twitter,NAG
b'In the past few days weve heard how Boris Johnson has numerous unpaid parking tickets on his car; asked is this free? after a haircut; and was kicked off a tennis court for not paying the 10 fee. \n\nAll of which is even more proof that rich people are tight as fuck.',twitter,NAG
"b'@BorisJohnson never my prime minister... you are a fraud, a charlatan and a buffoon who has absolutely fuck all common sense...\n#GeneralElectionNow'",twitter,NAG
"b'https://youtu.be/USTypBKEd8Y\n\n""There is no doubt, the UK is a sovereign state, under International Law""\n\nProf Michael Dougan has a PhD in EU Law, it\'s his job to know this shit. What the fuck do you know, pal?'",twitter,NAG
"b""Boris Johnson is the luckiest man alive becausethe majority of people who voted for Brexit are currently more interested in voting Danny and Arebella out of Love Island than they are on the monumental fuck up he's made of his leadership bid.""",twitter,NAG
"b'The mans a genius, this is exactly what the country needs. Tax cuts for the rich, and fuck everyone else\nhttps://www.mirror.co.uk/news/politics/boris-johnsons-tax-plan-would-17158605?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar'",twitter,NAG
"b""*What's going oan my heid*  he says.  Fuck me & I thought my heid was full of broken bottles.  This guy is a danger not only tae, Scotland, but the world.\nBBC News - Boris Johnson defends Brexit plan and 'row' silence https://www.bbc.co.uk/news/uk-politics-48751527""",twitter,NAG
"b""As the Tory circus rolls on it can often feel like everyone is talking about everything and nothing at the same time. Fuck #Brexit and everything it's done to us. \nFuck #BorisJohnson fuck #nigelfarage, fuck em all. \nVid by @goodboywolf words by me. https://twitter.com/JonStephenson89/status/1141764629170970624/video/1 pic.twitter.com/4sHcJv4wtU""",twitter,NAG
"b""If Boomers pick Boris Johnson as the next leader of the Conservatives then they will substantiate, as if there was ever any doubt, every single word that Jeremy Paxman had to say about them;  self-interested, nostalgia-junkie shitbags that they are. Fuck 'em. NB. Hunt's no better pic.twitter.com/BCG7srzawl""",twitter,NAG
b'Seriously! Who gives a fuck. \n\nhttps://www.thesun.co.uk/news/9357832/boris-johnson-carrie-symonds-explosive-rows-nearly-split/',twitter,NAG
"b'We dont know much about Boris Johnsons policies, so Ive put together a few based on his past actions. \n\nFuck the poor \nFuck the 350m a week  \nFuck business \nFuck disabled people \nFuck the EU & the 39bn\nFuck the NHS \nFuck foreigners \nFuck regulation \n\nAnd take back control.'",twitter,NAG
"b""No-deal #Brexit 'will cost UK car manufacturers extra 70m a day'\n'Fuck business' says @BorisJohnson\nhttps://www.theguardian.com/business/2019/jun/25/no-deal-brexit-cost-uk-car-manufacturing-extra-70m-day?CMP=Share_AndroidApp_Tweet""",twitter,NAG
b'Is @BorisJohnson having a FUCKING LAUGH? His plans to cut taxes from the rich are to come out of a proposed raise to employee national insurance? Why the FUCK do I have to pay more so that people richer than me can have even more money  they dont fucking need? #tory pic.twitter.com/PVr1enzDWI',twitter,CAG
"b'This couple are separated by thousands of miles, on hunger strike, their daughter separated from her mum whilst she starves in jail. Why? Because Boris Johnson fucked up.\n\nThats one family. His ambition? To fuck an entire nation. #GeneralElectionNow pic.twitter.com/ALHhsuTYbz'",twitter,CAG
"b""Who the fuck buys 2 bottles of wine in a tiny wooden crate? When I buy boxes of wine, they're cardboard and include a free plastic tap. Who is this podgy melon called Horace and why is he inventing such shit hobbies? #CallHimHorace https://youtu.be/gLcCZjDoWTQ via @YouTube""",twitter,NAG
"b'#BorisJohnson dont forget your comb, not only for your toupee, but also for your pubic hair, you bloody\nTerrible Rat Urinating on Moral & Politics (a la #Trump )\nFuck you and just go away, thank you  pic.twitter.com/FOEwoXkq4I'",twitter,OAG
b'FUCK. ME. The state of this. https://www.lbc.co.uk/radio/presenters/nick-ferrari/boris-johnson-refuses-carrie-symonds-picture/',twitter,NAG
b'HOW THE FUCK IS IT THE REAL WORLD THAT BORIS JOHNSON IS GOING TO BE THE NEXT PM OF THE UNITED KINGDOM OF (for now) GREAT BRITAIN AND NORTHERN IRELAND? This is absolutely as horrific as when I knew Donald Trump was going to be Pres of the United States and my liver cannot take it.',twitter,NAG
"b'Proud and amazed to have been elected a Fellow of the Royal Society of Literature last night, but today am still trying to work out what the fuck Boris Johnson is actually saying. '",twitter,NAG
b'Oh please do fuck orrrrffff.',twitter,NAG
"b'Asked about corporate concerns over a so-called hard Brexit, at an event for EU diplomats in London  @BorisJohnson did reply ""Fuck business."" What a miserable bigmouth  \nNo-deal Brexit \'will cost UK car manufacturers extra 70m a day\' https://www.theguardian.com/business/2019/jun/25/no-deal-brexit-cost-uk-car-manufacturing-extra-70m-day?CMP=share_btn_tw'",twitter,NAG
"b""I'm gonna change my opinions on Brexit, fucking http://thetopofmounteverest.com/ ain't available to the EU? Let's get the fuck out of this hellhole. \n\n*Insert confused Brexiteer noises + silly ramblings about undemocratic EU leadership + a massive photo of Boris Johnson's face here*""",twitter,NAG
b'Fuck! Another one.... \n\nI was Boris Johnsons boss: he is utterly unfit to be prime minister https://www.theguardian.com/commentisfree/2019/jun/24/boris-johnson-prime-minister-tory-party-britain?CMP=Share_iOSApp_Other',twitter,NAG
"b""Boris's career has been one fuck up after the other. How the Tories are investing into this failure of a man is beyond me ..\n\nBoris Johnson's poll leads vanish as loud altercation with partner deals major blow to Tory leadership bid https://www.independent.co.uk/news/uk/politics/boris-poll-girlfriend-row-police-hustings-public-opinion-a8970806.html""",twitter,NAG
"b'As the Tory leadership falls down to Boris Johnson vs Jeremy Hunt, the UK media gets fixated on a Johnson\'s hair in a photo with his girlfriend. ""Fuck me,"" said Dave of Essex, ""I don\'t give a shit about his hair or his squeeze. Just ask him; Is Brexit on or off?"" pic.twitter.com/GRkq93UozN'",twitter,NAG
"b""Did I hear aright? #BorisJohnson likes to make model buses? Fuck me, you'd think he'd be steering clear of buses these days.""",twitter,NAG
b'Rabble-rouser fucks up country & NHS. I do not trust him. #RiseUp\n\nhttps://www.theguardian.com/politics/2019/jun/25/boris-johnson-filmed-telling-tory-members-nhs-needs-reform?CMP=Share_AndroidApp_Tweet',twitter,NAG
"b'Boris Johnson is full of shit, he wants the prime minister role as its the only toy the spoiled bastard as never had, its ok for him to play with U.K. n toss it when broken, normal people will be the ones suffering whilst that mega rich lying bastard wont give a flying fuck'",twitter,OAG
"b'Golden state had two players re-injure themselves in the same game. \n\n""Don\'t blame the doctors""\n\nFuck them doctors.'",twitter,CAG
"b'MCU man babies believe Keanu Reeves was DESPERATE to play Doctor Strange, Silver Surfer or Yon-Rogg in Captain Marvel, but now Feige will ALLOW him into The Eternals \n\nThey are pissed he was Constantine for DC & he knew fuck all about Marvel comics when Shillider asked him?  pic.twitter.com/apOBs6ifeh'",twitter,CAG
b'Why the fuck are California legislators consulting actresses like Jessica Biel about vaccines when they should be listening to doctors!',twitter,CAG
"b""She's furthering her agenda. THERE IS NO COMMUNAL HUE TO ANY OF IT. All of us are doctors here, trying to do our jobs, irrespective of religion (honestly, fuck religion), gender, sexuality et cetera. (/3)""",twitter,CAG
"b'Child brought in by ambulance, blue lights. Really sick. Huge team in to help, paramedics, nurses, doctors. Worked excellently together. Child stabilised and recovering.Theres huge problems in the health service but fuck me theres days like today Im damn proud of the work we do.'",twitter,NAG
"b'""You\'re making me late for work."" He scoffed, getting up from bed and entering his closet.\n\n""It\'s a Sunday.""\n\n""I\'m a doctor and people live and die everyday. I\'m at work 24/7."" He spoke. ""Besides, what the fuck did you think we were goung to do this morning, cuddle or some shit?""'",twitter,CAG
"b'A hearty ""fuck you"" to this ALL DAY sweep notice, targeting an individual unhoused resident in Chinatown. \n\nThis is so cruel, forcing someone to choose between guarding objects they need to survive (tents, medication) and going anywhere (work, doctor\'s appt).\n\n#ServicesNotSweeps pic.twitter.com/dhnqOMNfAc'",twitter,OAG
b'Since Ive attended UCLA ive seen:\nMANY suicides\nA school shooting \nAn admissions scandal \nSchool doctor sexually assaults students\nCreepy professors/TAs who fuck students\n\nI have no idea what the fuck were #1 in ',twitter,OAG
"b'shut the fuck up about being in ""doctors without borders"" like NONE of us have borders since the last one closed down in 2011 and YES she was a great bookstore and we all mourn that but you need to stop making this about you'",twitter,NAG
"b""Way cool!  This will be a great companion piece to my new Netflix show where I fuck with people seeking medical care. Wait til you see the looks on their desperate, American faces when they find out I'm not a doctor! """,twitter,NAG
"b'It\'s ok to have different beliefs, if those beliefs don\'t endanger others or infringe upon their human rights.\n\nAdvocating changes in law to allow parents to ""Doctor Shop"" in order to avoid vaccines is ignorant and dangerous.\n\nAgain, fuck Jessica Biel. '",twitter,OAG
"b'PS: Many people bring up the ignorant as fuck logic ""why not protest when X happened, why now"" which may be a form of https://rationalwiki.org/wiki/Whataboutism\n\nBut let me take it as a sincere question and try to answer.\n\nThere is only one reason doctors across the country got together this time:'",twitter,NAG
b'this is my second time watching doctor strange...and i still have no idea how the fuck he became a fckn avenger. \n\nthis gif also says \ncome at me bitch pic.twitter.com/Tyt1nFf2Ot',twitter,NAG
"b'ANOTHER DAY VOLUNTEERING AT THE VENICE MEDICAL SCHOOL. EVERYONE KEEPS ASKING ME IF THEY CAN FUCK THE LEECHES. BUDDY, THEY WONT EVEN LET ME FUCK THEM'",twitter,CAG
"b'""For spewing out solid death at lethal speeds and nearly killing me and a fuck ton of doctors please fix"" - Medic... https://goonhub.com/tickets/26413'",twitter,NAG
"b""Hi\nFuck what doctors say\nI'm not a heart patient\nBye""",twitter,NAG
b'strax said fuck chibnall rights',twitter,NAG
"b'Dear Mr President.\n\nI understand why you might be a fan of foreign interference in a sovereign nations politics. It is, after all, the only reason you hold the office you do.\n\nLet us say this very clearly however: Keep your orange nose the fuck out of ours.\n\nLove from the U.K. '",twitter,NAG
"b""I've always had Antonia planned out as my 14th Doctor with the lil stories I make. Good, lesser known actor, who I think would be great in the role if offered good writing.\n\nOtherwise, gotta be Richard, who I think embodies the role!! pic.twitter.com/BVRc4jFt5k""",twitter,NAG
"b'""We got the approval from the doctor, so our Wembley concert with Jungkookie is a go!"" He announced, making everyone, even Jimin, gasp. \n\n""He was allowed to go?!"" Taehyung exclaimed, jumping up and down.\n\n""Mhm."" Yoongi nods. ""He\'s coming with us.""\n\n""FUCK YES."" Namjoon yelled'",twitter,CAG
b'i hadnt actually done frauxs healing emp nodes and HOLY fuck fraux + doctor is sooo good pic.twitter.com/gooc6BvG73',twitter,NAG
b'I love doodling even if they dont turn out how you in-vision thats okay. \n\nAnyway dont fuck with the witch doctor amirite????? pic.twitter.com/uhuZ5WBAwG',twitter,NAG
b'chat roleplay watch doctor who season 10 burglengenfeld fuck me girl pic.twitter.com/KFWdnc7Dp6',twitter,NAG
"b'https://youtu.be/qaHHrzYCTO0\n\nFuck the torys __ a song dedicated to our wonderful.nhs,  thankyou you saved my sons life and i love and Support you wonderful doctors and nurses always pic.twitter.com/AoHprDd9S9'",twitter,NAG
"b'In conclusion, if you are going to try and ruin our games at least know what the fuck you are talking about in the first place brainlets. pic.twitter.com/6qbSjkWTw8'",twitter,CAG
b'How the fuck did they get Spiderman pic.twitter.com/wzFVBU7t7K',twitter,NAG
"b""idk why I'm sleeping early nowadays but goodnight everyone I hate going to the doctor's ew might fuck around and cancel the app but lmao stay safe and hydrated @BTS_twt stay winning legends pic.twitter.com/DlFg3lCS1L""",twitter,NAG
b'Dude. What the actual fuck? pic.twitter.com/3RmAYRSm7p',twitter,NAG
b'Fuck ima have to call in sick to my doctors appointment',twitter,NAG
"b'I want to know what went through someones head when creating this\n\n""We should have a frog""\n""A DOCTOR""\n""a doctor frog is a great plan to be honest""\n""HAVE HIM LIFT A FUCK TON IN WEIGHTS TOO""\n""Wh-""\n""I SAID. LIFT. FUCK. TON. IN. WEIGHTS"" pic.twitter.com/0I1AaqHWNJ'",twitter,NAG
b'Veronica Rodriguez fucks her doctor Brazzers https://oosexo.com/veronica-rodriguez-fucks-her-doctor-brazzers/',twitter,NAG
"b'Fuck, now one of my favorite songs reminds me of Julius XD pic.twitter.com/46sA5vlGKM'",twitter,NAG
"b'So this is what I got done on my crossover pic. Love this aesthetic  and how both sidekicks are freaking out about their others. Love the ""fuck you"" attitude both men seem to give off. Rick being sucked out into open space and the doctor getting blasted into another dimension  pic.twitter.com/7rNaUj5sKt'",twitter,NAG
"b'Sing Along Brethren  Some Have Dickbuh canno Fuck, Some Can Fuck Buh Have NoDick We Have Dick And We Can Fuck Glory Be To Jah Ameeennn\n\nRT If You Remember This Song'",twitter,CAG
b'Da fuck? We need Ultraman to shoot rainbow beams at her to show her the light pic.twitter.com/HZc86IKEsg',twitter,NAG
b'This asshat tried scamming me a few days ago. And he had the audacity to try again after I told him to fuck off. Here is his his email so you all can fuck with him pic.twitter.com/f8Cx06zkDO',twitter,NAG
b'pov: ur my doctor looking at whatever the fuck is wrong w my lip pic.twitter.com/PvjrQ0VT6m',twitter,NAG
"b'Again, what,  and I cannot stress this enough, the fuck pic.twitter.com/VWD2f1yH9U'",twitter,NAG
b'me: im OVER doctor who it was a phase and i dont care anymore!! fuck you!!!\n\nme thinking abt 10/rose for one (1) second: pic.twitter.com/k6TLrXYSeq',twitter,NAG
"b'""Fuck you Bo Peep, I get bitches."" #RejectedLinesFromToyStory4 pic.twitter.com/lOyTC9tFBo'",twitter,NAG
"b'In conclusion bless my dad, he does everything for me and my mum, hes so kind and caring and not to mention hes smart as fuck. He was the head doctor at the Buenos Aires hospital, moved to Italy and was a sports doctor, now in Scotland with his own business Alternative Therapy pic.twitter.com/ntDPQ9uigB'",twitter,NAG
b'Fuck this noise pic.twitter.com/hagsuY2IEC',twitter,OAG
b'Who the fuck gave Yoshi a license to be a doctor\n\nWhat is this bullshit pic.twitter.com/bym4unf9Tl',twitter,NAG
b'Fuck yes! pic.twitter.com/D7umMEyJMH',twitter,NAG
b'fuck u 10th doctor Fuck You pic.twitter.com/hO9sXDzk2W',twitter,CAG
b'HOW THE FUCK CAN BABIES SIT IN WIERD WAYS LIKE THIS WITHOUT BREAKING THEIR WHOLE SHITS!?! #ItDontMakeNoSense pic.twitter.com/XcpoerAwfw',twitter,OAG
b'Fuck sake. Mums got a sore throat and she came to me and goes the doctor says I have an inflamed vulva I THINK YOU MEAN UVULA MUM  pic.twitter.com/gLuv1Gjrc0',twitter,CAG
"b""YOU STUPID BITCH, \nYOU FILTHY SLUT! \nI'LL TEACH YOU TO \nFUCK WITH ME! pic.twitter.com/qL64B8UDm5""",twitter,OAG
b'My last Dr appointment in Toronto fuck yes! All healed! No more doctors! pic.twitter.com/Cqec0tN2Pk',twitter,NAG
"b'Says all you need to know. Hi, I am a doctor I am going to cure your medical issue.\n\nFuck off I am an expert sceptic pic.twitter.com/naatt3B4Ze'",twitter,NAG
b'WHAT THE FUCK BTS IS GUEST STARRING ON A DOCTOR WHO EPISODE MY SKNDBFJSJSKKDJDJEJDJDJDK IMNGNNA GO CRAZYJSJSKGNFJ',twitter,NAG
b'dont even really fuck with doctor strange but my fave comic artist snapped here and i might need this as my lock screen pic.twitter.com/Ge6QLLBQjS',twitter,NAG
"b""FITZSIMMONS REUNION, FITZSIMMONS KISS AND HUGS, FITZSIMMONS AGAINST THEIR OWN DEMONS, ACADEMY FITZSIMMONS, THE DOCTOR IN TWO DAYS WHAT THE FUCK I'M NOT READY AT ALL pic.twitter.com/bsMVqzDi1h""",twitter,NAG
"b""In many ways, thank fuck Rory Stewart is out. At least it means we can hate the Tories properly without being a bit confused that there's likeable one that's a cross between Doctor Who and Dobby the house elf.""",twitter,CAG
b'Fuck you #dunkindonuts Ill adapt and overcome  #NavyCorpsman pic.twitter.com/LTse1CLgrw',twitter,NAG
b'I am going to the doctor for the first time in like 3 years bc my insurance is so bad so I just went to look at the random running list Ive kept of my health problems dkdkkd shes gonna be like bitch what the fuck pic.twitter.com/PgbpROJ77C',twitter,NAG
b'fuck off imagine being 15 years old and thinking you know better than a literal doctor shut up pic.twitter.com/PWBOWX3oN8',twitter,CAG
"b""My opinion here doesn't really matter as I'm a misanthrope who doesn't fuck with communities but I will say I disagree that the new gen is better written at all. They have slightly bad to outright terrible morals (Doctor Stone, chainsaw man, Hinomaru zumou) (1) pic.twitter.com/LxT8bGOC3F""",twitter,NAG
b'Why the fuck did the Captain Marvel vs Doctor Minerva fight get the award when Cap vs Thanos is right there??? What the fuck??? pic.twitter.com/HFrrNlmsbQ',twitter,NAG
"b'Cheesy garlic bread with @tamathon happened, holy fuck it was incredible and so easy to make! pic.twitter.com/XzvQaeifje'",twitter,NAG
"b""The plague doctor's mask vs. glycyphagus skin mite. Coincidence? Or the plague is here due to malnutrition/malabsorption leading to skin decomposition and cancer across US (mites & malassezia fungus & death). Wake the fuck up medical community! pic.twitter.com/2UqZFh1zUQ""",twitter,NAG
b'This is what two stupid fucks look like..bumass crackheads all over for some little bud. VG4L very gay 4 life is what I see. dick riding bitch   pic.twitter.com/tjANQYqtrn',twitter,OAG
"b""came up with another au. one that I'm gonna write. as if I don't have a million other things to do. fuck me. pic.twitter.com/lrxGCLDrOQ""",twitter,NAG
b'Me when Im at the doctor lying about my drug and alcohol consumption pic.twitter.com/bZBZhKIHZS',twitter,OAG
b'Me as fuck. pic.twitter.com/3l2NXcDMsn',twitter,NAG
b'who the fuck puts milk on mashed potatoes pic.twitter.com/OfCQ8SJiFu',twitter,CAG
b'HEY @boomsonic_sez I OPENED MY GIFT AND FUCK YOU!! pic.twitter.com/oTXeGkBlQt',twitter,NAG
"b'Ah, silence in the library, #1 doctor who plot to fuck up your kids pic.twitter.com/A3mYdLjAQz'",twitter,CAG
"b""Doin the meme. Is small and pink so fuck it, it's a win. pic.twitter.com/C8W00nH1sJ""",twitter,NAG
b'Subscribe to Bunnula TV or go fuck yourself!!! pic.twitter.com/9pjM1lGlBJ',twitter,NAG
"b""Tjer a whole doctor that can't even burn a book. No fuck man. Mmabtho should've went to Durban naye #TheQueenMzansi pic.twitter.com/IHYevZaC4F""",twitter,CAG
"b'""You can\'t fuck up a cheeseburger.""\n\n -Blackjack Lanza as remembered by Jim Cornette. \n\nWords to live by when you go out to eat. pic.twitter.com/gSl17gCfIY'",twitter,NAG
b'When you go to the Doctors twice for 10 minutes.. fuck this countrys healthcare. pic.twitter.com/dyLXleAccB',twitter,NAG
"b'So a good friend of mine is in another country. Cracked his head opened rode the ambulance, doctor visit, got an xray, and mri and the bill came out to $288 USD(with no insurance).  In the united states that would have came out to 10k. US health care is fucked. Fuck the US pic.twitter.com/sMhyEBQqnS'",twitter,NAG
"b'Let me say this very, very clearly:\nFUCK. ICE.'",twitter,NAG
b'doctor: you only have 16 seconds left to live\nme: fuck it *plays the video*\n pic.twitter.com/0OXLukWsmq',twitter,NAG
"b""Lmao they put this sign up after I called them telling them off and complaining about my dissatisfaction of the quality of care.\n\nI wasn't even rude just stern and assertive but the staff here gives no fucks. Firing my primary care doctor today  pic.twitter.com/Mueiatb50d""",twitter,NAG
b'Oh fuck. pic.twitter.com/Y7ukrQdmTp',twitter,NAG
"b""Severos Vellark.  Crane doctor who was supposed to be the personal doctor to Rena Kalil but said fuck that and opened a free clinic in the slums.  Constantly exhaustd.  Saved Mikata's life at one point, and they're fwbs.  Aromantic. pic.twitter.com/OIsWyfcETn""",twitter,CAG
b' spycam lesbians kazakhstan dating sites cum grannies doctors oral sex pussy fuck ass fucked girl getting fucked clips nipples sex phat ass fucked fuck housewife girls have real sex sex stories real nipples cock pic.twitter.com/XtSNYnH8oI',twitter,OAG
"b'Tlk abut\nworth mre,\nDED than\nALIVE\n\nEnter: MEDICARE,\nPART B, cver-\ning DOCTOR vizit$.\n\n,-a-YR.,\ncld, hard  C$H\n\nThe only pre$cription\nLL ever be a$$igned\nwill materialize in a HS-\nPITAL EMERGENCY ROOM.\n\nFUCK-N\nGIMME m\nMNEY pic.twitter.com/lTazS9Hu04'",twitter,NAG
b' adult sharing video oral sex articles cat fuck gay video oral sex oral doctor usa video xxx dating uniform fucked daddy real online sex fuck bisexual oral translate india sex video pic.twitter.com/mF0rUSLuWe',twitter,OAG
"b""- margin of error\n- this is also ONE of my faves\n- PLEASE READ IT\n- mafia boss! dazai & doctor! chuuya\n- fuck chuuya's ex boyfriend!\n- https://archiveofourown.org/works/13325580/chapters/30500247 pic.twitter.com/F2np3snuKK""",twitter,NAG
"b'""but my doctor said whole grains are healthy and saturated fat in beef is bad. Do you really think you know more than my doctor?!"" \n\nYes God damn it I know way the fuck more than your stupid ass doctor when it comes to nutrition'",twitter,OAG
"b""Were you able to get a glass of clean water? #flint\nDid you go to a doctor and come out bankrupt?\nDid you notice anyone spraying semi automatic weapons in schools?\nDid you come across any war vets or 9/11 volunteers who can't get medical cover?\nAmerica has lifts and fuck all else """,twitter,NAG
"b'Fuck...\n\nI\'ve just realised that there were rumours of a musical doctor who episode and now we\'re hearing that the boyband ""BTS"" are going to be in series 12.\n\nPlease for the love of god no  pic.twitter.com/fLcb1BqlFI'",twitter,NAG
b'Economists: Brexit will fuck the economy.\n\nBrexit twats: Will of the people.\n\nDoctors: Well run short of drugs.\n\nBrexit twats: We knew what we were voting for.\n\nScience guys: Brexit will turn the oxygen off.\n\nBrexit twats: Short term asphyxiation for long term gain.',twitter,NAG
"b""I Told My Girlfriend To Embrace Her Mistake And She Hug Me. I Think She Didn't Understand What I mean O  ......\n\nWarriz Going, For Fuck Sake """,twitter,CAG
