id	tweet_id	text	task_1	task_2	task_3
2944	1.13903679501686E+018	@adam_ni This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳	NOT	None	NULL
2947	1.13896654278223E+018	@SethAbramson “In real life, every congressman colludes with foreign powers all the time. So whatever I did is ok. Coz real life.” #FUCKTRUMP	NOT	None	NULL
2949	1.13723517994717E+018	#DhoniKeepsTheGlove I don't understand, how armed forces insignia is said to be connected to religion /cause as per ICC🤔	NOT	None	NULL
2951	1.13750336935712E+018	#IdiotTrump #NoRespectForALoser   @realDonaldTrump #ResignOrBeImpeached     Watch 'Trump Demands That Other Countries Treat Him With Respect During Twitter Tantrum' on YouTube https://t.co/48qbseyRCi	NOT	None	NULL
2955	1.13877271613424E+018	@realDonaldTrump doesn't give a FUCK if your poor and can't buy food for your family!    He's got tons of money he can buy ALL the food he wants!    Trump is saying FUCK THE POOR!    #FUCKTRUMP #TrumpResign #ResignTrump @realDonaldTrump #BlueWave2020 #IMPEACHBARR #ImpeachTrump https://t.co/Uf3la319C5	HOF	PRFN	TIN
2958	1.13986109186382E+018	@juhi2606 Give good treatment #DoctorsFightBack #doctors #DoctorsProtest	NOT	None	NULL
2959	1.14058969789233E+018	@bbc5live @JohnnyMercerUK @Emmabarnett Imagine if this was Corbyn !! All the Johnson fans would be exploding with rage , then add the lying , cheating etc they would be asking for his arrest . The tories have utterly lost any moral high ground by going for a completely immoral man #BorisJohnsonShouldNotBePM	NOT	None	NULL
2961	1.13976671555264E+018	It is reported that Your Government wanted to provide Guarantee to those who had invested in #IMAFraud.    Is protecting those who cheat Minorities Your way of Minority Welfare?    Why are You putting the lives of thousands of Innocents to save few Fraudsters?    Is this 'Raja Dharma'?	NOT	None	NULL
2962	1.13953673163026E+018	Thousands of doctors across India have shown solidarity and joined the ongoing #DoctorsProtest.  #DoctorsFightBack https://t.co/dX1H1ZnE0M	NOT	None	NULL
2965	1.13966119747994E+018	@WhiteHouse What,  Hump a Flag Day ?    #FuckTrump	NOT	None	NULL
2968	1.13983323398871E+018	Hatredness can't be stopped it is like Virus, only Antidote is Time.  #Bengal #DoctorsFightBack #SaturdayThoughts	NOT	None	NULL
2970	1.14018575660395E+018	#TrumpisaTraitor is more disrespectful of the American flag than the man who set it on fire and was awarded $225K by the Supreme Court!! https://t.co/A4ueTMzaXh	NOT	None	NULL
2971	1.13970149818575E+018	@RepMarkMeadows @realDonaldTrump The left has always cared which is why the Mueller report began. #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor #TrumpColluded #TrumpObstructed #IndictTrump @WhiteHouse https://t.co/7aC1k4iM6Y	NOT	None	NULL
2972	1.13958810075211E+018	@Millie__Weaver #TrumpIsATraitor fixed it for ya MillieVanillie... you're very welcome	NOT	None	NULL
2974	1.14037771651402E+018	Maybe even check the school report #BorisJohnsonShouldNotBePM https://t.co/g4Uwu5hgXs	NOT	None	NULL
2975	1.13982728179738E+018	#DoctorsFightBack #DoctorsProtest govt. should think about security to doctors. @narendramodi @MamataOfficial @drharshvardhan @AmitShah @PMOIndia	NOT	None	NULL
2977	1.14053895412872E+018	Cleverly by name... no, sorry, it doesn't work #BorisJohnsonShouldNotBePM #brexitchaos https://t.co/Q0cyWAhqnr	NOT	None	NULL
2979	1.13953554999434E+018	@kylegriffin1 @senatemajldr @SenateGOP all about party over country  #GOPTraitors #GOPTaxScam #PutinsGOP #TrumpIsATraitor	NOT	None	NULL
2981	1.13979834188833E+018	@pythoroshan @adite Its a sad day for society at large when Doctors have to fight to https://t.co/p4Gs5Bwgxs justice seems to be a myth   #SaveTheDoctors #SaveBengal   #DoctorsFightBack	NOT	None	NULL
2983	1.13955403799543E+018	@nytimes Too late. The first answer is always the real answer. #TrumpIsATraitor #ImpeachDonaldTrumpNOW	NOT	None	NULL
2985	1.13864608417817E+018	Twitter: ‘We Didn’t Invest Enough’ To Fight White Nationalism Problem #Resist #ResistTrump #FuckTrump https://t.co/Vxl4Z5T46a	NOT	None	NULL
2987	1.14034970547137E+018	Another snappy hashtag from @NSoames.    #SomebodyexplaintohimhowtheyworkforChristssake    #BorisJohnsonShouldNotBePM  #C4debate #Channel4Debate https://t.co/RVSnEmwDTX	NOT	None	NULL
2990	1.13741924630297E+018	The only positive I am taking from this article is when @ImRo45 said, let's see what happens on Sunday.    I am hopeful that #DhoniKeepsTheGlove and then let's see how gutsy @icc is.    @KirenRijiju  #DhoniKeepTheGlove  #IndiaWithDhoni  @BCCI    https://t.co/hj3xbZdDOL	NOT	None	NULL
2993	1.13708075736771E+018	Very sickening to see that the wicket keeping gloves is hampering the spirt and moral of the game 🙄  #IndiaWithDhoni #BalidaanBadge  #DhoniKeepsTheGlove https://t.co/ap3vQX0tZG	NOT	None	NULL
2995	1.13979214302156E+018	#ShameOnICC  @BCCI @cricketaakash @cricketworldcup @ICC        🇮🇳#INDvPAK🇵🇰             #16June         #Manchester  Is that Possible for Biggest Battel On English Ground.....#icc😴😴😟😒 https://t.co/hW7GrxlpfC	NOT	None	NULL
2996	1.13975756118217E+018	INJUSTICE ANYWHERE IS A THREAT TO THE JUSTICE EVERYWHERE - Martin Luther King Jr.    Each and every part of the community must stand with each other at times of crisis.  #DoctorsFightBack   #doctors_against_assualt https://t.co/XeqfFC6fl4	NOT	None	NULL
2997	1.1391556354703E+018	KillingEve addict. love &amp; respect for animals runs in my blood. ask &amp; see what happens.  🏳️‍🌈 #resist #FuckTrump	NOT	None	NULL
2998	1.13956727475348E+018	#IdiotTrump trolled for praising #Melania as the new ‘Jackie O’ — and then calling her ‘it’ – 😂😂😂 https://t.co/jqJhNL0Oii	NOT	None	NULL
2999	1.13934760176392E+018	Sarah Huckabee Sanders Leaving White House at the End of the Month #Resist #ResistTrump #FuckTrump https://t.co/ayiDbKgHAL	NOT	None	NULL
3003	1.13985410034911E+018	@MamataOfficial See, who is giving lecture on Abuse. 😁🤣😜👊🏻 #jokeoftheday #DoctorsFightBack #TMCabuseBJP #WorldElderAbuseAwarenessDay #DoctorsAbused #mamtalosingcontrol #MamataBanerjee #MamataFrustrated #GodBlessBengal	NOT	None	NULL
3005	1.13954982471224E+018	@realDonaldTrump Happy #JohnMcCainDay #TrumpIsATraitor #TrumpDoesCoverUps #TrumpDoesTreason #KimsLapDog	NOT	None	NULL
3008	1.13948058318302E+018	Doctors and Students from Thanjavur Medical College joins Nationwide protest.  #doctors_against_assualt   #DoctorsFightBack   #DoctorsStrike https://t.co/XvXN6LAJKJ	NOT	None	NULL
3009	1.13899558425205E+018	@blondegoldbuyer @rissalipstick @MoishesMom It hasn’t ended💔💔💔‼️‼️‼️  Support @rissalipstick to finally put an end to the torture &amp; murder of #YulinFestival #EndDCMT #BoycottChina🇨🇳  &amp; do it NOW‼️ https://t.co/obMx8ZafRm	NOT	None	NULL
3010	1.13840466189815E+018	He'll also continue to make sure kids outside of the womb lose healthcare, food &amp; housing while keeping an eye on those caged kids. #douchebag https://t.co/41EwDN5RVW	NOT	None	NULL
3012	1.13975484320612E+018	Barack Obama freestyle! Trump diss. Mixtape out in 2020!    #mmmfreestyle #obamafreestyle #trumpdiss #barz #FreeTayK #thuglife #BarackObama #DonaldTrump #fuckdonaldtrump #fucktrump https://t.co/ZjLCiUhyMR	NOT	None	NULL
3016	1.14046571255899E+018	#IdiotTrump thinks he can create his own #healthcare law that will take the issue off the table for Democrats ... HE CANT READ LET ALONE THIS  https://t.co/OaBpT8PZeS	NOT	None	NULL
3017	1.13815271057284E+018	@politico Yeah right Rudy. The GOP was brighter then. Communism was the threat and Russia was was the enemy not a friend like today. #DickHead	NOT	None	NULL
3018	1.13982416529525E+018	@PFantta Doctors should be back each time they r beaten up for doing the duty?? No matter even if they r killed but they should do their duty..  #DoctorsFightBack	NOT	None	NULL
3019	1.13827939315798E+018	NASA head responds to Trump moon tweet: 'Nothing has changed' - CNET #Resist #ResistTrump #FuckTrump https://t.co/Ox0o5ipaap	NOT	None	NULL
3023	1.13732835641477E+018	When I was in school, students were not allowed to tie religious threads around their wrists. Did it mean the schools were anti-religion?  #DhoniKeepsTheGlove   There are rules, why merge everything. so tha janta needs to understand.	NOT	None	NULL
3025	1.13967073569215E+018	#fucktrump @ Beverly Hills 90210 https://t.co/6rBaOhUeQs	NOT	None	NULL
3026	1.13961793347737E+018	Hi Dear @ICC Mumbai too is ready for your kind of #WorldCup2019   Just FYI     #CWC19 #CricketKaCrown #WashoutWorldCup #ShameOnICC https://t.co/vRSWvj1ENL	NOT	None	NULL
3027	1.13981002542411E+018	OnePlus 6T (Midnight Black, 8GB RAM, 128GB Storage)  @ Rs.27999 (mrp-41999)    https://t.co/c2aE3WZBaC    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	None	NULL
3028	1.14019778707583E+018	@realDonaldTrump London: 1 death by shooting in one day, 26 per year and YOU find that a disgrace? Seventeen students were killed in the massacre in Parkland Florida on a single day in 2018. 11,000 a year in the US. On YOUR watch. #BloodOnYourHands #GunControl #MURDERER	NOT	None	NULL
3030	1.13968636230134E+018	Literally their personal jesus would have to come out of the sky and take them to the polls! Lmao #JohnMcCainDay #HappyJohnMcCainDay #TrumpIsATraitor https://t.co/KM7nku8bpc	NOT	None	NULL
3031	1.13952287674123E+018	@McConnellPress. #TrumpIsATraitor #TrumpIsAMoron #YouAreATraitor   #ResignTrump. #ResignMcconnell   #ElaineChao. Is as crooked as #DitchMitch2020 https://t.co/FRq0SR8dz8	NOT	None	NULL
3032	1.13964523220558E+018	The only way “Melania T” is like Jackie O is that their husbands both cheated on them. #FuckTrump #LiarInChief #TraitorInChief #ImpeachTrump #JohnMcCainDay #Resist	NOT	None	NULL
3033	1.13954883511235E+018	@88elephants @Brimshack @GOPChairwoman @PressSec @realDonaldTrump Except Ronna. She wants to give it the ole repuglican try!    #SHSLies #TrumpIsATraitor     #JohnMcCainDay     #HappyJohnMcCainDay	NOT	None	NULL
3039	1.13959193190892E+018	Thanks for following! @Dave14400156 @patriciaf4444 @MrJackPalin @valerileist @motiv8d2bgr8 @modelpageant @EdRedstateblues @booradley1968 #ImpeachmentNOW #TrumpIsATraitor	NOT	None	NULL
3041	1.13949721819537E+018	The Youngest Known Child Separated From His Family by the Trump Administration #Resist #ResistTrump #FuckTrump https://t.co/UeLNCxxRoD	NOT	None	NULL
3043	1.14036746938877E+018	@realDonaldTrump I didn't know Christopher Steele hacked the RNC and then coordinated the release of stolen emails with the Hillary campaign?   #TrumpIsATraitor #ImpeachTrump	NOT	None	NULL
3044	1.13951855215793E+018	So does Trump try a power play to distract from his crazy talk? Pompeo has it set up now for an assault on Iran.  Will he stoop that low? Using emergency powers as POTUS simply to distract, and no regard for our soldiers?  #TrumpIsATraitor   #TrumpCult   #TrumpDerangementSyndrome	NOT	None	NULL
3045	1.13961049630942E+018	Happy #JohnMCainDay #JohnMcCainDayJune14th #JohnMcCainAmericanHero 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Also #FuckTrump	NOT	None	NULL
3046	1.13731565526961E+018	I must ask #Dhoni to withdraw from @ICC  world cup. Why @adgpi allowed #dhoni to wear insignia during a cricket match. Do Indian Army need such a cheap trick ?  #DhoniKeepTheGlove #DhoniKeepsTheGlove	NOT	None	NULL
3049	1.13998231885522E+018	Pretty sure this crowd of attendees eclipses those at the “inauguration” in 2017 @realDonaldTrump  😂😂😂😂😂 #TrumpsWorseThanNixon #ImpeachTrumpNow #trumpsucks #TrumpIsATraitor https://t.co/p48iQqc3ys	NOT	None	NULL
3050	1.13480120656238E+018	Indian democracy needs a constructive opposition not   an elitist, dynastic, entitled   and a pampered son.  #CongressMuktBharat https://t.co/iohwzxKiZJ	NOT	None	NULL
3055	1.14068721265008E+018	Name the lie? #Murderer https://t.co/jeUKXvPgBs	NOT	None	NULL
3058	1.138309659562E+018	“They call me free but I call me a fool” -Train   #words #word #writing #nightwriting #nighttime #poetry #poem #thoughts #questions #love #life #humans #fucktrump #resist #hope #doubt #train #free #ihbp #lmg @ Isle… https://t.co/xZvJF8J0gc	NOT	None	NULL
3059	1.13976377622219E+018	#DidivsDoctors: 'Dangal' girl #ZairaWasim stands in solidarity with medicos, demands 'national outrage' https://t.co/zQbM6r9jhh  .  .  .  .  #DoctorsStrike #DoctorsFightBack #DoctorsProtest #DoctorStrike	NOT	None	NULL
3060	1.13985696393462E+018	@ramanmrp @myogiadityanath This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp	NOT	None	NULL
3064	1.13950255073277E+018	Bhakts are hilarious!  They think Twitter Trends are going to change the weather, the ICC and literally anyone else apart from people who share their shitty ideology.   #ShameOnICC my ass 🤣🤣🤣	NOT	None	NULL
3065	1.13877170623394E+018	We have become the country that we used to hate. #FuckTrump #ConcentrationCamps #ImpeachTrump #ImpeachmentHearingsNow #TrumpsWorseThanNixon #TrumpResign #TreasonousTrump https://t.co/xk53uQKCLW	NOT	None	NULL
3066	1.14057018168252E+018	'Why naked ambition is helping Boris Johnson.'  #BorisJohnsonShouldNotBePM   https://t.co/yV8V95jpjP	NOT	None	NULL
3068	1.13862745937974E+018	Trump's remark stuns CNN panel: 'Whose side is he on?' #Resist #ResistTrump #FuckTrump https://t.co/xcIQg9xCZL	NOT	None	NULL
3069	1.13828792890234E+018	@eviebauer727 I went to Costco the other day &amp; saw same item prices has gone up 💯 so I flipped over the box &amp; saw the print “made in China”. Im@afraid my Chinese grocery bill will also go up. The gov isn’t paying 4 this, I am. So this is #TRUMPTAX &amp; he’s killing us in so many ways #IdiotTrump	NOT	None	NULL
3071	1.13717698000737E+018	Male Sheeps | Domestic Animal of Pakistan  https://t.co/Obwjoe2uaN    #AITUnderSiege   #CWC19   #DhoniKeepsTheGlove   #EXOLSelcaDay   #FridayFeeling   #FridayFeeling	NOT	None	NULL
3072	1.13983355672365E+018	Nayasa Superplast Gallent Plastic Cutlery Stand @ Rs.99    https://t.co/XTNGJ5rqKg    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	None	NULL
3074	1.13982945185916E+018	@DhirajAhuja1108 She has lost the political good will    Momotah Hatao    #DoctorsFightBack	NOT	None	NULL
3076	1.1398534207502E+018	Doctors 🥼 singing proudly their new anthem- 'আমরা কারা? বহিরাগত'    'Who are we? We are outsiders!'     #DoctorsUnderOppresion #DoctorsStrike #DoctorsFightBack https://t.co/TGKQITykwE	NOT	None	NULL
3077	1.13924488056222E+018	If we go to war with #Iran, I volunteer all the Trumps, Pompeos, Penses, Boltons, and every other war hawks offspring to go fight their parents wars.  #NoWarWithIran #FuckTrump	NOT	None	NULL
3078	1.13972657490579E+018	don't expect him to pay the bill ... just ask anyone wbo's ever done business with him. #fucktrump #NoGOP2020 https://t.co/013lPyDCof	NOT	None	NULL
3079	1.14051971692412E+018	#BorisJohnsonShouldNotBePM his biggest threat is #RoryStewart #Leadersdebate Boris didn’t turn up, he’d be sat at home watching taking notes to see what elements of the candidates he can pinch to elevate his potential. We need hope in this declining country, with Boris no chance	NOT	None	NULL
3082	1.13842618012058E+018	@knittinglinda @MalcolmNance Part of the Hitler Youth League. What do you expect. #FuckTrump #OrangeFoolius #BeBest #MAGA #AmericaFirst #asshat	NOT	None	NULL
3083	1.13980403058926E+018	500 doctors have already resigned in Bengal.    NRS 100  SSKM 175  National medical college 20  RG Kar 126  North Bengal college 119  Murshidabad 50  Rampurhat 37  Burdwan 26    #DoctorsFightBack #doctors_against_assualt   #doctors_against_assualt	NOT	None	NULL
3084	1.13941369863458E+018	@smitabarooah @TVMohandasPai She is exposed; Now everyone knows why was she not allowed to join party and take responsibility; not without any reason, #Swamy calls her #bottle; competition between Bro-N-Sis for #CongressMuktBharat	NOT	None	NULL
3088	1.13862939391439E+018	This Is Exactly What Privacy Experts Said Would Happen #Resist #ResistTrump #FuckTrump https://t.co/QIkI5tu49h	NOT	None	NULL
3091	1.13982100270637E+018	Reply for the press to the govt. From GB meeting consensus of junior doctors. LONG LIVE DOCTORS' UNITY! #NRSMCH #DoctorsStrike #DoctorsFightBack #Savethedoctors @republic @TimesNow @ZeeNews @narendramodi @drharshvardhan https://t.co/fa9vzwEVkq	NOT	None	NULL
3092	1.13994456085395E+018	@realDonaldTrump You’ve made a damn mess ! You helped rich people while screwing the poor idiots that support you or did support you. This is NOT 2016 the lying and crying isn’t gonna work this time. #LyingCryingTrump #DerangedDonald #IdiotTrump #ImpeachTheMF #TrumpForPrison2020	HOF	HATE	TIN
3093	1.13858355108189E+018	Quinnipiac University National Poll released today!     Every Democrat is leading Trump! 🙏🌊    Joe Biden: 53/40  Bernie Sanders: 51/42  Kamala Harris: 49/41  Elizabeth Warren: 49/42  Pete Buttigieg: 47/42  Cory Booker: 47/42     #VoteBluNoMatterWho   #FuckTrump	NOT	None	NULL
3098	1.13943066397356E+018	Should the Mp's of India be barred from doing multiple works/business so that they can give proper justice to the people of their Constituency     #ShameOnICC  #WIvsENG	NOT	None	NULL
3099	1.13958601555383E+018	This movement is HEROIC, it is revolution against being treated like shit, the doctors community has always been working more, paid less still they did their duties with utmost faith &amp; dedication but THEN THEY WERE ASSAULTED &amp; DISRESPECTED and rest is history.    #DoctorsFightBack	NOT	None	NULL
3100	1.13954673518388E+018	@GeorgeTakei Wow. But, it's ok to imprison children and commit treason to extend your own presidency.#idiottrump	NOT	None	NULL
3108	1.13932720634415E+018	Vox Sentences: “Nothing wrong with listening” #Resist #ResistTrump #FuckTrump https://t.co/OXNdZhnTKj	NOT	None	NULL
3110	1.13914615804198E+018	@ssudhirkumar For me it’s greed of those 12 congress MLAs...who joined corrupt friendly @INCIndia in dream of free-taxpayers money..!    Never imagined this too a way to #CongressMuktBharat 😀😍👍🏼👌🏼	NOT	None	NULL
3111	1.13928674374265E+018	@realDonaldTrump Oh, you’re finally draining the swamp! #fuckTrump https://t.co/YM9JkDD4zQ	NOT	None	NULL
3113	1.13958152098363E+018	5000+ Doctors and Non Medicos walked from NRS to CNMC for our cause.   History has been created as this is probably one of the biggest movement that has been carried out by the doctors.   #DoctorsFightBack https://t.co/XHyicsFG6D	NOT	None	NULL
3115	1.13757178827404E+018	@ICC u have anything to say on this??  Should we also start bhajan-kirtan before match starts?😖😖  #IndianCricketTeam #DhoniKeepTheGlove #DhoniKeepsTheGlove #dhonigloves #BCCI #CricketWorldCup2019 #India #IndiaWithDhoni #INDvAUS https://t.co/qvaeaLWISC	NOT	None	NULL
3116	1.14058845741853E+018	Surely nobody will accidentally do this when Boris Johnson finally appears in front of the media, will they? #BrexitShambles #ToryLeadershipDebate #ToryLeadership #ToryLeadershipContest #ConservativeParty #Boris #BorisJohnsonShouldNotBePM #Boris4PM #CatFilter @JohnJCrace https://t.co/Sw8qmLZ6YC	NOT	None	NULL
3118	1.1395289050382E+018	@pinklionheart @USArmy Just goes to show the HATE and VILE comments on Twitter.    Anti-American Left Wing Nuts ......    #JohnMcCainDay   #Traitor    #Treason   #Murderer https://t.co/4p6LSe2VaB	NOT	None	NULL
3121	1.13986182972153E+018	AIIMS Delhi doctor continues protest against Bengal violence wearing helmet in viral photo https://t.co/CbMlxmCv9f  #SaveBengal #Savethedoctors #DoctorsFightBack	NOT	None	NULL
3122	1.1402242256865E+018	@realDonaldTrump Soooooo you advertise the story on Twitter? Brilliant!!!    By the way, its quite likely you told the Russians ahead of time anyway.  #TrumpIsATraitor #TrumpCrimeFamily #trumpisRussian	NOT	None	NULL
3123	1.13935051545044E+018	George Conway: Trump sends 'invitation to commence impeachment proceedings' #Resist #ResistTrump #FuckTrump https://t.co/WcyLdhUEoc	NOT	None	NULL
3124	1.13960504870141E+018	@WhiteHouse This is a seriously gross image especially on #JohnMcCainDay. #JohnMcCainisaHero #TrumpIsACoward #TrumpIsATraitor #JohnMcCainDayJune14th	NOT	None	NULL
3127	1.13956372869573E+018	Icc can see Ms dhoni badge but doesn't see the ground was not covered #ShameOnICC https://t.co/PY4RxFbhRk	NOT	None	NULL
3129	1.13981334950642E+018	Situation in #WestBengal serious. But still scope for a laugh. @Outlookindia cartoon.#DoctorsProtest #DoctorsFightBack @MamataOfficial https://t.co/ukd7hhuPmx	NOT	None	NULL
3130	1.13720648330784E+018	If you guys reconsider entire scenario MS Dhoni shall be honoured for this heroic act. You guys have taken an inappropriate step without doing proper research about the meaning of the badge @ICC @cricketworldcup @BCCI #DhoniKeepsTheGlove	NOT	None	NULL
3131	1.13706924968224E+018	Dear @ICC just improve your umpiring first then talk about this   #DhoniKeepsTheGlove https://t.co/JS5nqYxbDg	NOT	None	NULL
3132	1.1394634948252E+018	New ICC World Cup trophy  #ShameOnICC https://t.co/jH5JATxGge	NOT	None	NULL
3136	1.13946914804235E+018	@PlayBazaar @PlayBazzar @AllPlayBazaar #SattaKing #PlayBazaar #SattaResult #moneysupermarket #dpboss #sattakingdarbar #resultsatta #sattaresult #trending #satta #FridayFeeling #SaveBengal #ShameonICC #ABrandNewDayOutNow #Vope #VopeIsDope     Link: https://t.co/bpgkmUDz5B https://t.co/P1VQJkCYFK	NOT	None	NULL
3138	1.13899646306371E+018	@VP @WhiteHouse @realDonaldTrump Mike, this is the first I’m hearing about this I thought your boss was only concerned with calling people names and lying to cover up all the fucking illegal things he’s done.  Keep me posted #fucktrump #dirtyrottenscoundral	HOF	PRFN	TIN
3139	1.13949769500381E+018	Where have white nationalists gone since their Facebook ban? Facebook #Resist #ResistTrump #FuckTrump https://t.co/FIJQIUsb5j	NOT	None	NULL
3140	1.13961748906163E+018	#DoctorsUnderOppression    History of humanity has taught us that no great victory comes without a greater revolution , and today we ask you to support our cause by using this hashtag #DoctorsUnderOppression hence helping end this discrimination and oppression.  #DoctorsFightBack https://t.co/ncAXwqh9hv	NOT	None	NULL
3141	1.1398010372615E+018	#DoctorsStrike called off at AIIMS, 48-hour ultimatum given to meet demands. @raghvendra_rao and @gaur_anubhuti with more details on Tiranga TV  #DoctorsFightBack   #DoctorsProtest https://t.co/XXQwxdubMS	NOT	None	NULL
3142	1.13956460533887E+018	BBMCH Balangir stand with NRSMCH  #DoctorsFightBack   #NRSMedicalCollege https://t.co/jfVN3DSfFJ	NOT	None	NULL
3143	1.1393717279416E+018	@psychdr100 So THATS what the extra $4k i paid in taxes is going towards. Good to know. Wouldn’t want little Tub ‘O Lard Dumpy to be uncomfortable in a normal human sized bed #fuckTrump #toomanyhamberders #XXXLKingsize	NOT	None	NULL
3145	1.13704809688867E+018	England's cricketers wear a poppy on their collars against India to remember those killed in conflict https://t.co/pCaZyTUlMG in 2016. Then why stop dhoni to wear the balidaan batch.  #DhoniKeepsTheGlove	NOT	None	NULL
3147	1.13998366944202E+018	Not even Fox News believes #DonTheCon     #corruptpresident  #UnfitToGovern  #UnfitForOffice  #TrumpIsATraitor  #ImpeachTrumpNow  https://t.co/IFZIeZZ4LV	NOT	None	NULL
3150	1.13977662837931E+018	@TheRealOJ32 Hey @Twitter can you please remove the #murderer and convicted felon (kidnapping and armed robbery)?     Thanks    /s/ Civilized Society	NOT	None	NULL
3154	1.13981280678032E+018	Upto 85% Off On Raincoats    https://t.co/Z1uw6bbIMT    Wildcraft Solid Women Raincoat  @ Rs.495 (mrp-1295)    https://t.co/2TEM1LbtKy    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	None	NULL
3155	1.14030106421155E+018	@TheRealOJ32 Any luck finding Nicole’s killer? #MURDERER	NOT	None	NULL
3156	1.13748370542377E+018	This is why UP Police took @PJkanojia by force who were in civil dress claims his wife.....    Why is this news not a national outrage?  #IStandWithPrashantKanojia   Why #DhoniKeepsTheGlove is important and not the missing #AN32 ?    Time 4 media 2 get their priorities right  #SaveNews https://t.co/ufiEwOU4RP	NOT	None	NULL
3158	1.13957268451206E+018	@TimRunsHisMouth Sometimes karma needs the help of thousands of people on Twitter I guess. #fucktrump happy #JohnMCainDay	NOT	None	NULL
3159	1.13965301176306E+018	@csmay144k @realDonaldTrump @MarshaBlackburn God Bless a Real American 🇺🇸👍🏆🥇#TrumpIsATraitor   #JohnMcCainDay https://t.co/8s7p070c3F	NOT	None	NULL
3160	1.14007434217002E+018	Breaking news: Franklin Graham confesses that Putin is his god.  #ImpeachTrump #teamtreason #PutinsPuppet #MuellerReport #ReleaseTheFullMuellerReport #BarrCoverUp #ImpeachBarr #Treason #TrumpIsATraitor https://t.co/ULRrK4YOPC	NOT	None	NULL
3161	1.1396236881716E+018	@LillianVikingDK @SFutorian @myserenity69 @TrinityResists @laureldavilacpa @mommamia1217 @LunaLuvgood2020 @MrScottLads @jomareewade @Rey_Sistance @Augustus709 @ScarletAvengers @mcspocky #HappyJohnMcCainDayJune14   #JohnMcCainDay &lt;-- 4020 tweets last hour!  #FakePresident #fakeprophets #fake #profits   #Trump #TrumpIsATraitor https://t.co/h2miH5NxoW	NOT	None	NULL
3163	1.1383108392646E+018	Back in the days (2014?)when Ive was drawing a graphic novel for @swampmusicinfo ...#tbt #noir #zhanoir #swampmusicplayers #graphicnovel #comic #filmnoir #vintage #50s #mystery #murderer #theswamp #artistsofinstagram… https://t.co/u2BBIB9D6Q	NOT	None	NULL
3164	1.14025370891715E+018	The NIA claimed in a press statement today  that Alam revealed in his custodial interrogation that “Pakistan-based agents route the funds through ‘hawala’ operators which were transferred to the separatist leaders. @LillyMaryPinto @Prima_She @muglikar_     #terroristNationPakistan	NOT	None	NULL
3165	1.14034454191387E+018	@thehill Nope, no, no, no ain’t gonna happen!! #FuckOffTrump #TrumpIsATraitor #TrumpsGottaGo #TrumpsWorseThanNixon https://t.co/2S1bxOeOFp	NOT	None	NULL
3169	1.13966275387696E+018	Hey @ICC pls get the below kit and make sure the game between #IndiaVsPakistan happens as scheduled. @cricketworldcup #CricketWorldCup2019   #ShameOnICC #RainStopsMatch     https://t.co/6MhuAC9uQf https://t.co/4KXpTezESb	NOT	None	NULL
3171	1.13847214792237E+018	@Kthnxbai12 @BrianKolfage @realDonaldTrump #MAGA: 'we are a nation of laws'  same #MAGA nuts, started building a 23 million waste of money wall, that could have been better use to help #Vets and #Homeless , without the proper permits    #Resistance #FuckTrump #Resist #NoWall  #NoHumanBeingIsIllegal    https://t.co/lF2am3njsh	NOT	None	NULL
3172	1.13980605754954E+018	Timewear Analogue White Round Dial Leather Strap Watches  @ Rs.299    https://t.co/1VcTXbme5W    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	None	NULL
3173	1.13689053427711E+018	Indians Overwhelmingly Back Dhoni For Honouring Indian Army Soldiers #DhoniKeepsTheGlove    https://t.co/CozfAhtzWB	NOT	None	NULL
